"hgnc_symbol"	"uniprotswissprot"	"uniprot_isoform"	"gene_biotype"
"15893"	"CYP4X1"	"Q8N118"	"Q8N118-1"	"protein_coding"
"15894"	"EDEM2"	"Q9BV94"	"Q9BV94-2"	"protein_coding"
"15895"	"EDEM2"	"Q9BV94"	"Q9BV94-1"	"protein_coding"
"15896"	"P3H3"	"Q8IVL6"	"Q8IVL6-1"	"protein_coding"
"15897"	"STAC2"	"Q6ZMT1"	"Q6ZMT1-1"	"protein_coding"
"15898"	"BTN3A3"	"O00478"	"O00478-2"	"protein_coding"
"15899"	"BTN3A3"	"O00478"	"O00478-1"	"protein_coding"
"15900"	"MAB21L4"	"Q08AI8"	"Q08AI8-3"	"protein_coding"
"15901"	"MAB21L4"	"Q08AI8"	"Q08AI8-1"	"protein_coding"
"15902"	"MAB21L4"	"Q08AI8"	"Q08AI8-2"	"protein_coding"
"15903"	"GNB3"	"P16520"	"P16520-1"	"protein_coding"
"15904"	"ABCB8"	"Q9NUT2"	"Q9NUT2-4"	"protein_coding"
"15905"	"ELAVL4"	"P26378"	"P26378-5"	"protein_coding"
"15906"	"ELAVL4"	"P26378"	"P26378-4"	"protein_coding"
"15907"	"ABCB8"	"Q9NUT2"	"Q9NUT2-2"	"protein_coding"
"15908"	"ELAVL4"	"P26378"	"P26378-2"	"protein_coding"
"15909"	"ELAVL4"	"P26378"	"P26378-1"	"protein_coding"
"15910"	"ELAVL4"	"P26378"	"P26378-6"	"protein_coding"
"15911"	"ABCB8"	"Q9NUT2"	"Q9NUT2-1"	"protein_coding"
"15912"	"ABCB8"	"Q9NUT2"	"Q9NUT2-3"	"protein_coding"
"15913"	"CFAP65"	"Q6ZU64"	"Q6ZU64-1"	"protein_coding"
"15914"	"CFAP65"	"Q6ZU64"	"Q6ZU64-5"	"protein_coding"
"15915"	"CFAP65"	"Q6ZU64"	"Q6ZU64-4"	"protein_coding"
"15916"	"CFAP65"	"Q6ZU64"	"Q6ZU64-3"	"protein_coding"
"15917"	"SH2D1A"	"O60880"	"O60880-1"	"protein_coding"
"15918"	"SH2D1A"	"O60880"	"O60880-4"	"protein_coding"
"15919"	"SH2D1A"	"O60880"	"O60880-5"	"protein_coding"
"15920"	"SH2D1A"	"O60880"	"O60880-3"	"protein_coding"
"15921"	"SH2D1A"	"O60880"	"O60880-6"	"protein_coding"
"15922"	"ZNF518A"	"Q6AHZ1"	"Q6AHZ1-1"	"protein_coding"
"15923"	"SYNGAP1"	"Q96PV0"	"Q96PV0-1"	"protein_coding"
"15924"	"SYNGAP1"	"Q96PV0"	"Q96PV0-4"	"protein_coding"
"15925"	"SYNGAP1"	"Q96PV0"	"Q96PV0-3"	"protein_coding"
"15926"	"AP1M2"	"Q9Y6Q5"	"Q9Y6Q5-1"	"protein_coding"
"15927"	"AP1M2"	"Q9Y6Q5"	"Q9Y6Q5-2"	"protein_coding"
"15928"	"LEPR"	"P48357"	"P48357-3"	"protein_coding"
"15929"	"LEPR"	"P48357"	"P48357-2"	"protein_coding"
"15930"	"LEPR"	"P48357"	"P48357-1"	"protein_coding"
"15931"	"LEPR"	"P48357"	"P48357-4"	"protein_coding"
"15932"	"PRG4"	"Q92954"	"Q92954-6"	"protein_coding"
"15933"	"PRG4"	"Q92954"	"Q92954-1"	"protein_coding"
"15934"	"PRG4"	"Q92954"	"Q92954-2"	"protein_coding"
"15935"	"PRG4"	"Q92954"	"Q92954-3"	"protein_coding"
"15936"	"SLC25A19"	"Q9HC21"	"Q9HC21-2"	"protein_coding"
"15937"	"SLC25A19"	"Q9HC21"	"Q9HC21-1"	"protein_coding"
"15938"	"KIAA1586"	"Q9HCI6"	"Q9HCI6-1"	"protein_coding"
"15939"	"GLB1L"	"Q6UWU2"	"Q6UWU2-1"	"protein_coding"
"15940"	"GLB1L"	"Q6UWU2"	"Q6UWU2-2"	"protein_coding"
"15941"	"ALOX15"	"P16050"	"P16050-1"	"protein_coding"
"15942"	"ALOX15"	"P16050"	"P16050-2"	"protein_coding"
"15943"	"CIDEC"	"Q96AQ7"	"Q96AQ7-4"	"protein_coding"
"15944"	"CIDEC"	"Q96AQ7"	"Q96AQ7-1"	"protein_coding"
"15945"	"CIDEC"	"Q96AQ7"	"Q96AQ7-2"	"protein_coding"
"15946"	"FAM47E"	"Q6ZV65"	"Q6ZV65-2"	"protein_coding"
"15947"	"FAM47E"	"Q6ZV65"	"Q6ZV65-3"	"protein_coding"
"15948"	"QPCTL"	"Q9NXS2"	"Q9NXS2-1"	"protein_coding"
"15949"	"QPCTL"	"Q9NXS2"	"Q9NXS2-3"	"protein_coding"
"15950"	"DEF8"	"Q6ZN54"	"Q6ZN54-5"	"protein_coding"
"15951"	"DEF8"	"Q6ZN54"	"Q6ZN54-2"	"protein_coding"
"15952"	"DEF8"	"Q6ZN54"	"Q6ZN54-1"	"protein_coding"
"15953"	"DEF8"	"Q6ZN54"	"Q6ZN54-4"	"protein_coding"
"15954"	"DEF8"	"Q6ZN54"	"Q6ZN54-3"	"protein_coding"
"15955"	"DEF8"	"Q6ZN54"	"Q6ZN54-6"	"protein_coding"
"15956"	"RMND1"	"Q9NWS8"	"Q9NWS8-1"	"protein_coding"
"15957"	"PPP1R42"	"Q7Z4L9"	"Q7Z4L9-1"	"protein_coding"
"15958"	"MS4A13"	"Q5J8X5"	"Q5J8X5-1"	"protein_coding"
"15959"	"RMND1"	"Q9NWS8"	"Q9NWS8-3"	"protein_coding"
"15960"	"PPP1R42"	"Q7Z4L9"	"Q7Z4L9-2"	"protein_coding"
"15961"	"MS4A13"	"Q5J8X5"	"Q5J8X5-2"	"protein_coding"
"15962"	"MS4A13"	"Q5J8X5"	"Q5J8X5-3"	"protein_coding"
"15963"	"SPP1"	"P10451"	"P10451-5"	"protein_coding"
"15964"	"SPP1"	"P10451"	"P10451-3"	"protein_coding"
"15965"	"SPP1"	"P10451"	"P10451-1"	"protein_coding"
"15966"	"ZNF7"	"P17097"	"P17097-2"	"protein_coding"
"15967"	"ZNF7"	"P17097"	"P17097-3"	"protein_coding"
"15968"	"ZNF7"	"P17097"	"P17097-1"	"protein_coding"
"15969"	"SLC30A6"	"Q6NXT4"	"Q6NXT4-4"	"protein_coding"
"15970"	"SLC30A6"	"Q6NXT4"	"Q6NXT4-3"	"protein_coding"
"15971"	"SLC30A6"	"Q6NXT4"	"Q6NXT4-2"	"protein_coding"
"15972"	"SLC30A6"	"Q6NXT4"	"Q6NXT4-1"	"protein_coding"
"15973"	"FBXO36"	"Q8NEA4"	"Q8NEA4-3"	"protein_coding"
"15974"	"FBXO36"	"Q8NEA4"	"Q8NEA4-1"	"protein_coding"
"15975"	"PTCHD4"	"Q6ZW05"	"Q6ZW05-3"	"protein_coding"
"15976"	"ADGRB3"	"O60242"	"O60242-1"	"protein_coding"
"15977"	"NPHS1"	"O60500"	"O60500-1"	"protein_coding"
"15978"	"NPHS1"	"O60500"	"O60500-2"	"protein_coding"
"15979"	"ACE2"	"Q9BYF1"	"Q9BYF1-3"	"protein_coding"
"15980"	"ACE2"	"Q9BYF1"	"Q9BYF1-1"	"protein_coding"
"15981"	"CNNM1"	"Q9NRU3"	"Q9NRU3-1"	"protein_coding"
"15982"	"TXNDC11"	"Q6PKC3"	"Q6PKC3-2"	"protein_coding"
"15983"	"TRIM59"	"Q8IWR1"	"Q8IWR1-1"	"protein_coding"
"15984"	"TXNDC11"	"Q6PKC3"	"Q6PKC3-1"	"protein_coding"
"15985"	"SP140"	"Q13342"	"Q13342-5"	"protein_coding"
"15986"	"SP140"	"Q13342"	"Q13342-1"	"protein_coding"
"15987"	"STPG3"	"Q8N7X2"	"Q8N7X2-2"	"protein_coding"
"15988"	"STPG3"	"Q8N7X2"	"Q8N7X2-4"	"protein_coding"
"15989"	"STPG3"	"Q8N7X2"	"Q8N7X2-3"	"protein_coding"
"15990"	"SP140"	"Q13342"	"Q13342-3"	"protein_coding"
"15991"	"SP140"	"Q13342"	"Q13342-6"	"protein_coding"
"15992"	"SP140"	"Q13342"	"Q13342-4"	"protein_coding"
"15993"	"CAVIN1"	"Q6NZI2"	"Q6NZI2-1"	"protein_coding"
"15994"	"CLHC1"	"Q8NHS4"	"Q8NHS4-1"	"protein_coding"
"15995"	"CLHC1"	"Q8NHS4"	"Q8NHS4-2"	"protein_coding"
"15996"	"MEGF11"	"A6BM72"	"A6BM72-1"	"protein_coding"
"15997"	"MEGF11"	"A6BM72"	"A6BM72-2"	"protein_coding"
"15998"	"ZNF438"	"Q7Z4V0"	"Q7Z4V0-1"	"protein_coding"
"15999"	"ZNF438"	"Q7Z4V0"	"Q7Z4V0-2"	"protein_coding"
"16000"	"ZNF438"	"Q7Z4V0"	"Q7Z4V0-3"	"protein_coding"
"16001"	"SLC47A2"	"Q86VL8"	"Q86VL8-1"	"protein_coding"
"16002"	"CD6"	"P30203"	"P30203-1"	"protein_coding"
"16003"	"SLC47A2"	"Q86VL8"	"Q86VL8-3"	"protein_coding"
"16004"	"SLC47A2"	"Q86VL8"	"Q86VL8-4"	"protein_coding"
"16005"	"SLC47A2"	"Q86VL8"	"Q86VL8-6"	"protein_coding"
"16006"	"CD6"	"P30203"	"P30203-4"	"protein_coding"
"16007"	"CD6"	"P30203"	"P30203-5"	"protein_coding"
"16008"	"ACSM5"	"Q6NUN0"	"Q6NUN0-2"	"protein_coding"
"16009"	"ACSM5"	"Q6NUN0"	"Q6NUN0-1"	"protein_coding"
"16010"	"KLHL13"	"Q9P2N7"	"Q9P2N7-2"	"protein_coding"
"16011"	"KLHL13"	"Q9P2N7"	"Q9P2N7-3"	"protein_coding"
"16012"	"KLHL13"	"Q9P2N7"	"Q9P2N7-4"	"protein_coding"
"16013"	"KLHL13"	"Q9P2N7"	"Q9P2N7-1"	"protein_coding"
"16014"	"KLHL13"	"Q9P2N7"	"Q9P2N7-5"	"protein_coding"
"16015"	"OBP2A"	"Q9NY56"	"Q9NY56-1"	"protein_coding"
"16016"	"OSR2"	"Q8N2R0"	"Q8N2R0-3"	"protein_coding"
"16017"	"OSR2"	"Q8N2R0"	"Q8N2R0-1"	"protein_coding"
"16018"	"PWWP3A"	"Q2TAK8"	"Q2TAK8-1"	"protein_coding"
"16019"	"OSR2"	"Q8N2R0"	"Q8N2R0-2"	"protein_coding"
"16020"	"PWWP3A"	"Q2TAK8"	"Q2TAK8-3"	"protein_coding"
"16021"	"FAS"	"P25445"	"P25445-6"	"protein_coding"
"16022"	"NEMP1"	"O14524"	"O14524-2"	"protein_coding"
"16023"	"NEMP1"	"O14524"	"O14524-1"	"protein_coding"
"16024"	"FAS"	"P25445"	"P25445-5"	"protein_coding"
"16025"	"FAS"	"P25445"	"P25445-3"	"protein_coding"
"16026"	"FAS"	"P25445"	"P25445-1"	"protein_coding"
"16027"	"FAS"	"P25445"	"P25445-4"	"protein_coding"
"16028"	"FAS"	"P25445"	"P25445-2"	"protein_coding"
"16029"	"FAS"	"P25445"	"P25445-7"	"protein_coding"
"16030"	"RPS6KA6"	"Q9UK32"	"Q9UK32-2"	"protein_coding"
"16031"	"RPS6KA6"	"Q9UK32"	"Q9UK32-1"	"protein_coding"
"16032"	"SYNGAP1"	"Q96PV0"	"Q96PV0-2"	"protein_coding"
"16033"	"ERBB2"	"P04626"	"P04626-5"	"protein_coding"
"16034"	"PPM1M"	"Q96MI6"	"Q96MI6-5"	"protein_coding"
"16035"	"ERBB2"	"P04626"	"P04626-1"	"protein_coding"
"16036"	"PPM1M"	"Q96MI6"	"Q96MI6-1"	"protein_coding"
"16037"	"ERBB2"	"P04626"	"P04626-4"	"protein_coding"
"16038"	"PPM1M"	"Q96MI6"	"Q96MI6-4"	"protein_coding"
"16039"	"FUT6"	"P51993"	"P51993-1"	"protein_coding"
"16040"	"FUT6"	"P51993"	"P51993-2"	"protein_coding"
"16041"	"CFAP100"	"Q494V2"	"Q494V2-1"	"protein_coding"
"16042"	"CFAP100"	"Q494V2"	"Q494V2-2"	"protein_coding"
"16043"	"LRRD1"	"A4D1F6"	"A4D1F6-2"	"protein_coding"
"16044"	"LRRD1"	"A4D1F6"	"A4D1F6-1"	"protein_coding"
"16045"	"SLC38A7"	"Q9NVC3"	"Q9NVC3-1"	"protein_coding"
"16046"	"CADM2"	"Q8N3J6"	"Q8N3J6-2"	"protein_coding"
"16047"	"CADM2"	"Q8N3J6"	"Q8N3J6-1"	"protein_coding"
"16048"	"CADM2"	"Q8N3J6"	"Q8N3J6-3"	"protein_coding"
"16049"	"DDIAS"	"Q8IXT1"	"Q8IXT1-2"	"protein_coding"
"16050"	"DDIAS"	"Q8IXT1"	"Q8IXT1-1"	"protein_coding"
"16051"	"KIT"	"P10721"	"P10721-2"	"protein_coding"
"16052"	"KIT"	"P10721"	"P10721-1"	"protein_coding"
"16053"	"RPGRIP1L"	"Q68CZ1"	"Q68CZ1-1"	"protein_coding"
"16054"	"RPGRIP1L"	"Q68CZ1"	"Q68CZ1-2"	"protein_coding"
"16055"	"MBD5"	"Q9P267"	"Q9P267-1"	"protein_coding"
"16056"	"ERN1"	"O75460"	"O75460-1"	"protein_coding"
"16057"	"MBD5"	"Q9P267"	"Q9P267-2"	"protein_coding"
"16058"	"ERN1"	"O75460"	"O75460-2"	"protein_coding"
"16059"	"NLRP6"	"P59044"	"P59044-2"	"protein_coding"
"16060"	"NLRP6"	"P59044"	"P59044-1"	"protein_coding"
"16061"	"ZNF692"	"Q9BU19"	"Q9BU19-4"	"protein_coding"
"16062"	"TDRD9"	"Q8NDG6"	"Q8NDG6-1"	"protein_coding"
"16063"	"ATXN1"	"P54253"	"P54253-1"	"protein_coding"
"16064"	"ZNF692"	"Q9BU19"	"Q9BU19-1"	"protein_coding"
"16065"	"ZNF692"	"Q9BU19"	"Q9BU19-2"	"protein_coding"
"16066"	"ZNF692"	"Q9BU19"	"Q9BU19-5"	"protein_coding"
"16067"	"IGFBP3"	"P17936"	"P17936-1"	"protein_coding"
"16068"	"IGFBP3"	"P17936"	"P17936-2"	"protein_coding"
"16069"	"FKBP9"	"O95302"	"O95302-3"	"protein_coding"
"16070"	"FKBP9"	"O95302"	"O95302-1"	"protein_coding"
"16071"	"CNGB1"	"Q14028"	"Q14028-1"	"protein_coding"
"16072"	"CNGB1"	"Q14028"	"Q14028-4"	"protein_coding"
"16073"	"FKBP9"	"O95302"	"O95302-2"	"protein_coding"
"16074"	"HROB"	"Q8N3J3"	"Q8N3J3-1"	"protein_coding"
"16075"	"HROB"	"Q8N3J3"	"Q8N3J3-4"	"protein_coding"
"16076"	"HROB"	"Q8N3J3"	"Q8N3J3-3"	"protein_coding"
"16077"	"CNGB1"	"Q14028"	"Q14028-3"	"protein_coding"
"16078"	"DHRS4L2"	"Q6PKH6"	"Q6PKH6-2"	"protein_coding"
"16079"	"CYP1A1"	"P04798"	"P04798-1"	"protein_coding"
"16080"	"DHRS4L2"	"Q6PKH6"	"Q6PKH6-1"	"protein_coding"
"16081"	"CYP1A1"	"P04798"	"P04798-3"	"protein_coding"
"16082"	"CYP1A1"	"P04798"	"P04798-2"	"protein_coding"
"16083"	"MCF2"	"P10911"	"P10911-1"	"protein_coding"
"16084"	"ZNF138"	"P52744"	"P52744-2"	"protein_coding"
"16085"	"BPIFA1"	"Q9NP55"	"Q9NP55-1"	"protein_coding"
"16086"	"MCF2"	"P10911"	"P10911-6"	"protein_coding"
"16087"	"MCF2"	"P10911"	"P10911-3"	"protein_coding"
"16088"	"MCF2"	"P10911"	"P10911-5"	"protein_coding"
"16089"	"MCF2"	"P10911"	"P10911-2"	"protein_coding"
"16090"	"MCF2"	"P10911"	"P10911-4"	"protein_coding"
"16091"	"ATP10A"	"O60312"	"O60312-1"	"protein_coding"
"16092"	"ATP10A"	"O60312"	"O60312-2"	"protein_coding"
"16093"	"COL17A1"	"Q9UMD9"	"Q9UMD9-2"	"protein_coding"
"16094"	"COL17A1"	"Q9UMD9"	"Q9UMD9-1"	"protein_coding"
"16095"	"LYSMD4"	"Q5XG99"	"Q5XG99-1"	"protein_coding"
"16096"	"LYSMD4"	"Q5XG99"	"Q5XG99-2"	"protein_coding"
"16097"	"NR0B1"	"P51843"	"P51843-1"	"protein_coding"
"16098"	"LRRC18"	"Q8N456"	"Q8N456-1"	"protein_coding"
"16099"	"ADCY2"	"Q08462"	"Q08462-1"	"protein_coding"
"16100"	"CNEP1R1"	"Q8N9A8"	"Q8N9A8-2"	"protein_coding"
"16101"	"CNEP1R1"	"Q8N9A8"	"Q8N9A8-1"	"protein_coding"
"16102"	"CNEP1R1"	"Q8N9A8"	"Q8N9A8-3"	"protein_coding"
"16103"	"PNLIPRP1"	"P54315"	"P54315-1"	"protein_coding"
"16104"	"ALG8"	"Q9BVK2"	"Q9BVK2-1"	"protein_coding"
"16105"	"NR2E3"	"Q9Y5X4"	"Q9Y5X4-1"	"protein_coding"
"16106"	"NR2E3"	"Q9Y5X4"	"Q9Y5X4-2"	"protein_coding"
"16107"	"ALG8"	"Q9BVK2"	"Q9BVK2-2"	"protein_coding"
"16108"	"ANAPC11"	"Q9NYG5"	"Q9NYG5-1"	"protein_coding"
"16109"	"NOSTRIN"	"Q8IVI9"	"Q8IVI9-4"	"protein_coding"
"16110"	"NOSTRIN"	"Q8IVI9"	"Q8IVI9-1"	"protein_coding"
"16111"	"ANAPC11"	"Q9NYG5"	"Q9NYG5-2"	"protein_coding"
"16112"	"NOSTRIN"	"Q8IVI9"	"Q8IVI9-3"	"protein_coding"
"16113"	"NOSTRIN"	"Q8IVI9"	"Q8IVI9-2"	"protein_coding"
"16114"	"SYNC"	"Q9H7C4"	"Q9H7C4-1"	"protein_coding"
"16115"	"SYNC"	"Q9H7C4"	"Q9H7C4-2"	"protein_coding"
"16116"	"ACAD11"	"Q709F0"	"Q709F0-1"	"protein_coding"
"16117"	"CTHRC1"	"Q96CG8"	"Q96CG8-1"	"protein_coding"
"16118"	"CTHRC1"	"Q96CG8"	"Q96CG8-3"	"protein_coding"
"16119"	"REXO5"	"Q96IC2"	"Q96IC2-2"	"protein_coding"
"16120"	"REXO5"	"Q96IC2"	"Q96IC2-1"	"protein_coding"
"16121"	"OAZ2"	"O95190"	"O95190-1"	"protein_coding"
"16122"	"SIRT7"	"Q9NRC8"	"Q9NRC8-1"	"protein_coding"
"16123"	"THSD4"	"Q6ZMP0"	"Q6ZMP0-1"	"protein_coding"
"16124"	"THSD4"	"Q6ZMP0"	"Q6ZMP0-4"	"protein_coding"
"16125"	"CERS6"	"Q6ZMG9"	"Q6ZMG9-1"	"protein_coding"
"16126"	"CERS6"	"Q6ZMG9"	"Q6ZMG9-2"	"protein_coding"
"16127"	"GSAP"	"A4D1B5"	"A4D1B5-1"	"protein_coding"
"16128"	"ACSBG2"	"Q5FVE4"	"Q5FVE4-2"	"protein_coding"
"16129"	"ACSBG2"	"Q5FVE4"	"Q5FVE4-1"	"protein_coding"
"16130"	"DDR1"	"Q08345"	"Q08345-5"	"protein_coding"
"16131"	"HERC6"	"Q8IVU3"	"Q8IVU3-2"	"protein_coding"
"16132"	"HERC6"	"Q8IVU3"	"Q8IVU3-1"	"protein_coding"
"16133"	"AKIP1"	"Q9NQ31"	"Q9NQ31-3"	"protein_coding"
"16134"	"AKIP1"	"Q9NQ31"	"Q9NQ31-2"	"protein_coding"
"16135"	"AKIP1"	"Q9NQ31"	"Q9NQ31-1"	"protein_coding"
"16136"	"TMEM9B"	"Q9NQ34"	"Q9NQ34-1"	"protein_coding"
"16137"	"LCTL"	"Q6UWM7"	"Q6UWM7-1"	"protein_coding"
"16138"	"TMEM9B"	"Q9NQ34"	"Q9NQ34-2"	"protein_coding"
"16139"	"LCTL"	"Q6UWM7"	"Q6UWM7-2"	"protein_coding"
"16140"	"MEPE"	"Q9NQ76"	"Q9NQ76-1"	"protein_coding"
"16141"	"MEPE"	"Q9NQ76"	"Q9NQ76-2"	"protein_coding"
"16142"	"MAP7"	"Q14244"	"Q14244-1"	"protein_coding"
"16143"	"MAP7"	"Q14244"	"Q14244-7"	"protein_coding"
"16144"	"MAP7"	"Q14244"	"Q14244-6"	"protein_coding"
"16145"	"MAP7"	"Q14244"	"Q14244-4"	"protein_coding"
"16146"	"MAP7"	"Q14244"	"Q14244-5"	"protein_coding"
"16147"	"MAP7"	"Q14244"	"Q14244-3"	"protein_coding"
"16148"	"MAP7"	"Q14244"	"Q14244-2"	"protein_coding"
"16149"	"SCART1"	"Q4G0T1"	"Q4G0T1-1"	"protein_coding"
"16150"	"SHC3"	"Q92529"	"Q92529-1"	"protein_coding"
"16151"	"GPM6A"	"P51674"	"P51674-1"	"protein_coding"
"16152"	"GPM6A"	"P51674"	"P51674-3"	"protein_coding"
"16153"	"GPM6A"	"P51674"	"P51674-2"	"protein_coding"
"16154"	"KIF21A"	"Q7Z4S6"	"Q7Z4S6-2"	"protein_coding"
"16155"	"KIF21A"	"Q7Z4S6"	"Q7Z4S6-5"	"protein_coding"
"16156"	"KIF21A"	"Q7Z4S6"	"Q7Z4S6-1"	"protein_coding"
"16157"	"KIF21A"	"Q7Z4S6"	"Q7Z4S6-6"	"protein_coding"
"16158"	"PITX2"	"Q99697"	"Q99697-2"	"protein_coding"
"16159"	"MARVELD3"	"Q96A59"	"Q96A59-1"	"protein_coding"
"16160"	"MARVELD3"	"Q96A59"	"Q96A59-3"	"protein_coding"
"16161"	"MARVELD3"	"Q96A59"	"Q96A59-2"	"protein_coding"
"16162"	"COX15"	"Q7KZN9"	"Q7KZN9-1"	"protein_coding"
"16163"	"COX15"	"Q7KZN9"	"Q7KZN9-2"	"protein_coding"
"16164"	"PITX2"	"Q99697"	"Q99697-1"	"protein_coding"
"16165"	"PITX2"	"Q99697"	"Q99697-3"	"protein_coding"
"16166"	"PLA2G4E"	"Q3MJ16"	"Q3MJ16-3"	"protein_coding"
"16167"	"SLC10A7"	"Q0GE19"	"Q0GE19-3"	"protein_coding"
"16168"	"SLC10A7"	"Q0GE19"	"Q0GE19-2"	"protein_coding"
"16169"	"SLC10A7"	"Q0GE19"	"Q0GE19-1"	"protein_coding"
"16170"	"SLC10A7"	"Q0GE19"	"Q0GE19-5"	"protein_coding"
"16171"	"SLC10A7"	"Q0GE19"	"Q0GE19-7"	"protein_coding"
"16172"	"SLC10A7"	"Q0GE19"	"Q0GE19-6"	"protein_coding"
"16173"	"LMBR1"	"Q8WVP7"	"Q8WVP7-1"	"protein_coding"
"16174"	"SLC25A28"	"Q96A46"	"Q96A46-1"	"protein_coding"
"16175"	"CFAP46"	"Q8IYW2"	"Q8IYW2-1"	"protein_coding"
"16176"	"DOK7"	"Q18PE1"	"Q18PE1-1"	"protein_coding"
"16177"	"DOK7"	"Q18PE1"	"Q18PE1-4"	"protein_coding"
"16178"	"CFAP46"	"Q8IYW2"	"Q8IYW2-2"	"protein_coding"
"16179"	"NELL2"	"Q99435"	"Q99435-1"	"protein_coding"
"16180"	"NELL2"	"Q99435"	"Q99435-4"	"protein_coding"
"16181"	"NELL2"	"Q99435"	"Q99435-2"	"protein_coding"
"16182"	"NELL2"	"Q99435"	"Q99435-3"	"protein_coding"
"16183"	"GCK"	"P35557"	"P35557-2"	"protein_coding"
"16184"	"GCK"	"P35557"	"P35557-1"	"protein_coding"
"16185"	"TLCD3A"	"Q8TBR7"	"Q8TBR7-1"	"protein_coding"
"16186"	"TLCD3A"	"Q8TBR7"	"Q8TBR7-2"	"protein_coding"
"16187"	"CCDC146"	"Q8IYE0"	"Q8IYE0-1"	"protein_coding"
"16188"	"SERAC1"	"Q96JX3"	"Q96JX3-1"	"protein_coding"
"16189"	"ZNF12"	"P17014"	"P17014-4"	"protein_coding"
"16190"	"ZNF12"	"P17014"	"P17014-1"	"protein_coding"
"16191"	"ZNF12"	"P17014"	"P17014-5"	"protein_coding"
"16192"	"SERAC1"	"Q96JX3"	"Q96JX3-2"	"protein_coding"
"16193"	"LRIG3"	"Q6UXM1"	"Q6UXM1-2"	"protein_coding"
"16194"	"LRIG3"	"Q6UXM1"	"Q6UXM1-1"	"protein_coding"
"16195"	"OSGIN2"	"Q9Y236"	"Q9Y236-1"	"protein_coding"
"16196"	"OSGIN2"	"Q9Y236"	"Q9Y236-2"	"protein_coding"
"16197"	"GATA3"	"P23771"	"P23771-2"	"protein_coding"
"16198"	"GATA3"	"P23771"	"P23771-1"	"protein_coding"
"16199"	"CDH18"	"Q13634"	"Q13634-1"	"protein_coding"
"16200"	"CDH18"	"Q13634"	"Q13634-2"	"protein_coding"
"16201"	"CD163L1"	"Q9NR16"	"Q9NR16-1"	"protein_coding"
"16202"	"CD163L1"	"Q9NR16"	"Q9NR16-4"	"protein_coding"
"16203"	"RFX4"	"Q33E94"	"Q33E94-1"	"protein_coding"
"16204"	"MARCHF1"	"Q8TCQ1"	"Q8TCQ1-1"	"protein_coding"
"16205"	"MARCHF1"	"Q8TCQ1"	"Q8TCQ1-2"	"protein_coding"
"16206"	"RFX4"	"Q33E94"	"Q33E94-2"	"protein_coding"
"16207"	"RFX4"	"Q33E94"	"Q33E94-3"	"protein_coding"
"16208"	"AUNIP"	"Q9H7T9"	"Q9H7T9-2"	"protein_coding"
"16209"	"AUNIP"	"Q9H7T9"	"Q9H7T9-1"	"protein_coding"
"16210"	"CCDC150"	"Q8NCX0"	"Q8NCX0-1"	"protein_coding"
"16211"	"CCDC150"	"Q8NCX0"	"Q8NCX0-2"	"protein_coding"
"16212"	"CYB561A3"	"Q8NBI2"	"Q8NBI2-2"	"protein_coding"
"16213"	"CYB561A3"	"Q8NBI2"	"Q8NBI2-1"	"protein_coding"
"16214"	"WSB2"	"Q9NYS7"	"Q9NYS7-1"	"protein_coding"
"16215"	"WSB2"	"Q9NYS7"	"Q9NYS7-2"	"protein_coding"
"16216"	"WSB2"	"Q9NYS7"	"Q9NYS7-3"	"protein_coding"
"16217"	"SLC12A8"	"A0AV02"	"A0AV02-3"	"protein_coding"
"16218"	"SLC12A8"	"A0AV02"	"A0AV02-1"	"protein_coding"
"16219"	"PDE6B"	"P35913"	"P35913-1"	"protein_coding"
"16220"	"PDE6B"	"P35913"	"P35913-2"	"protein_coding"
"16221"	"PDE6B"	"P35913"	"P35913-3"	"protein_coding"
"16222"	"CCPG1"	"Q9ULG6"	"Q9ULG6-5"	"protein_coding"
"16223"	"CCPG1"	"Q9ULG6"	"Q9ULG6-1"	"protein_coding"
"16224"	"CCPG1"	"Q9ULG6"	"Q9ULG6-3"	"protein_coding"
"16225"	"SLC49A3"	"Q6UXD7"	"Q6UXD7-2"	"protein_coding"
"16226"	"SLC49A3"	"Q6UXD7"	"Q6UXD7-3"	"protein_coding"
"16227"	"SLC49A3"	"Q6UXD7"	"Q6UXD7-1"	"protein_coding"
"16228"	"CCDC152"	"Q4G0S7"	"Q4G0S7-1"	"protein_coding"
"16229"	"CCDC152"	"Q4G0S7"	"Q4G0S7-2"	"protein_coding"
"16230"	"TLR4"	"O00206"	"O00206-2"	"protein_coding"
"16231"	"TLR4"	"O00206"	"O00206-1"	"protein_coding"
"16232"	"RASSF6"	"Q6ZTQ3"	"Q6ZTQ3-2"	"protein_coding"
"16233"	"RASSF6"	"Q6ZTQ3"	"Q6ZTQ3-1"	"protein_coding"
"16234"	"RASSF6"	"Q6ZTQ3"	"Q6ZTQ3-4"	"protein_coding"
"16235"	"RASSF6"	"Q6ZTQ3"	"Q6ZTQ3-3"	"protein_coding"
"16236"	"FOXN4"	"Q96NZ1"	"Q96NZ1-1"	"protein_coding"
"16237"	"FOXN4"	"Q96NZ1"	"Q96NZ1-3"	"protein_coding"
"16238"	"TCAF2"	"A6NFQ2"	"A6NFQ2-2"	"protein_coding"
"16239"	"TCAF2"	"A6NFQ2"	"A6NFQ2-1"	"protein_coding"
"16240"	"TCAF2"	"A6NFQ2"	"A6NFQ2-3"	"protein_coding"
