"hgnc_symbol"	"uniprotswissprot"	"uniprot_isoform"	"gene_biotype"
"1"	"PEX5"	"P50542"	"P50542-1"	"protein_coding"
"2"	"PEX5"	"P50542"	"P50542-2"	"protein_coding"
"3"	"PEX5"	"P50542"	"P50542-4"	"protein_coding"
"4"	"PEX5"	"P50542"	"P50542-3"	"protein_coding"
"5"	"MED22"	"Q15528"	"Q15528-1"	"protein_coding"
"6"	"MED22"	"Q15528"	"Q15528-2"	"protein_coding"
"7"	"SURF4"	"O15260"	"O15260-3"	"protein_coding"
"8"	"SURF4"	"O15260"	"O15260-1"	"protein_coding"
"9"	"SURF4"	"O15260"	"O15260-2"	"protein_coding"
"10"	"SCAF4"	"O95104"	"O95104-1"	"protein_coding"
"11"	"SCAF4"	"O95104"	"O95104-2"	"protein_coding"
"12"	"SCAF4"	"O95104"	"O95104-3"	"protein_coding"
"13"	"PAXBP1"	"Q9Y5B6"	"Q9Y5B6-1"	"protein_coding"
"14"	"PAXBP1"	"Q9Y5B6"	"Q9Y5B6-4"	"protein_coding"
"15"	"PAXBP1"	"Q9Y5B6"	"Q9Y5B6-2"	"protein_coding"
"16"	"CRYL1"	"Q9Y2S2"	"Q9Y2S2-1"	"protein_coding"
"17"	"CRYL1"	"Q9Y2S2"	"Q9Y2S2-2"	"protein_coding"
"18"	"ELF1"	"P32519"	"P32519-1"	"protein_coding"
"19"	"ELF1"	"P32519"	"P32519-2"	"protein_coding"
"20"	"RPS6KA1"	"Q15418"	"Q15418-1"	"protein_coding"
"21"	"RPS6KA1"	"Q15418"	"Q15418-3"	"protein_coding"
"22"	"RPS6KA1"	"Q15418"	"Q15418-4"	"protein_coding"
"23"	"RPS6KA1"	"Q15418"	"Q15418-2"	"protein_coding"
"24"	"CRYZL1"	"O95825"	"O95825-1"	"protein_coding"
"25"	"CRYZL1"	"O95825"	"O95825-2"	"protein_coding"
"26"	"TBC1D4"	"O60343"	"O60343-1"	"protein_coding"
"27"	"TBC1D4"	"O60343"	"O60343-2"	"protein_coding"
"28"	"TBC1D4"	"O60343"	"O60343-3"	"protein_coding"
"29"	"KLF5"	"Q13887"	"Q13887-1"	"protein_coding"
"30"	"KLF5"	"Q13887"	"Q13887-4"	"protein_coding"
"31"	"ZBTB21"	"Q9ULJ3"	"Q9ULJ3-2"	"protein_coding"
"32"	"ZBTB21"	"Q9ULJ3"	"Q9ULJ3-1"	"protein_coding"
"33"	"CBR1"	"P16152"	"P16152-2"	"protein_coding"
"34"	"CBR1"	"P16152"	"P16152-1"	"protein_coding"
"35"	"RFC3"	"P40938"	"P40938-1"	"protein_coding"
"36"	"RFC3"	"P40938"	"P40938-2"	"protein_coding"
"37"	"IMPA2"	"O14732"	"O14732-1"	"protein_coding"
"38"	"NHLRC3"	"Q5JS37"	"Q5JS37-1"	"protein_coding"
"39"	"NHLRC3"	"Q5JS37"	"Q5JS37-2"	"protein_coding"
"40"	"SAMSN1"	"Q9NSI8"	"Q9NSI8-2"	"protein_coding"
"41"	"IPO5"	"O00410"	"O00410-1"	"protein_coding"
"42"	"SAMSN1"	"Q9NSI8"	"Q9NSI8-1"	"protein_coding"
"43"	"SAMSN1"	"Q9NSI8"	"Q9NSI8-3"	"protein_coding"
"44"	"IPO5"	"O00410"	"O00410-3"	"protein_coding"
"45"	"RRP1B"	"Q14684"	"Q14684-1"	"protein_coding"
"46"	"PDXK"	"O00764"	"O00764-2"	"protein_coding"
"47"	"PDXK"	"O00764"	"O00764-1"	"protein_coding"
"48"	"PCK2"	"Q16822"	"Q16822-2"	"protein_coding"
"49"	"PCK2"	"Q16822"	"Q16822-3"	"protein_coding"
"50"	"PCK2"	"Q16822"	"Q16822-1"	"protein_coding"
"51"	"DIAPH3"	"Q9NSV4"	"Q9NSV4-3"	"protein_coding"
"52"	"DIAPH3"	"Q9NSV4"	"Q9NSV4-4"	"protein_coding"
"53"	"DIAPH3"	"Q9NSV4"	"Q9NSV4-6"	"protein_coding"
"54"	"DIAPH3"	"Q9NSV4"	"Q9NSV4-5"	"protein_coding"
"55"	"DIAPH3"	"Q9NSV4"	"Q9NSV4-7"	"protein_coding"
"56"	"DIAPH3"	"Q9NSV4"	"Q9NSV4-1"	"protein_coding"
"57"	"DIAPH3"	"Q9NSV4"	"Q9NSV4-2"	"protein_coding"
"58"	"WBP4"	"O75554"	"O75554-1"	"protein_coding"
"59"	"DCAF11"	"Q8TEB1"	"Q8TEB1-1"	"protein_coding"
"60"	"DCAF11"	"Q8TEB1"	"Q8TEB1-2"	"protein_coding"
"61"	"DCAF11"	"Q8TEB1"	"Q8TEB1-3"	"protein_coding"
"62"	"TRAPPC10"	"P48553"	"P48553-1"	"protein_coding"
"63"	"TRAPPC10"	"P48553"	"P48553-2"	"protein_coding"
"64"	"PSME1"	"Q06323"	"Q06323-1"	"protein_coding"
"65"	"PSME1"	"Q06323"	"Q06323-2"	"protein_coding"
"66"	"PSME1"	"Q06323"	"Q06323-3"	"protein_coding"
"67"	"LRCH1"	"Q9Y2L9"	"Q9Y2L9-2"	"protein_coding"
"68"	"LRCH1"	"Q9Y2L9"	"Q9Y2L9-1"	"protein_coding"
"69"	"LRCH1"	"Q9Y2L9"	"Q9Y2L9-3"	"protein_coding"
"70"	"DYRK1A"	"Q13627"	"Q13627-2"	"protein_coding"
"71"	"DYRK1A"	"Q13627"	"Q13627-1"	"protein_coding"
"72"	"DYRK1A"	"Q13627"	"Q13627-5"	"protein_coding"
"73"	"DYRK1A"	"Q13627"	"Q13627-4"	"protein_coding"
"74"	"DYRK1A"	"Q13627"	"Q13627-3"	"protein_coding"
"75"	"SS18"	"Q15532"	"Q15532-1"	"protein_coding"
"76"	"DIS3"	"Q9Y2L1"	"Q9Y2L1-1"	"protein_coding"
"77"	"DIS3"	"Q9Y2L1"	"Q9Y2L1-2"	"protein_coding"
"78"	"SS18"	"Q15532"	"Q15532-2"	"protein_coding"
"79"	"RPRD1A"	"Q96P16"	"Q96P16-3"	"protein_coding"
"80"	"RPRD1A"	"Q96P16"	"Q96P16-1"	"protein_coding"
"81"	"RBBP8"	"Q99708"	"Q99708-1"	"protein_coding"
"82"	"RBBP8"	"Q99708"	"Q99708-3"	"protein_coding"
"83"	"TTC39C"	"Q8N584"	"Q8N584-2"	"protein_coding"
"84"	"TTC39C"	"Q8N584"	"Q8N584-3"	"protein_coding"
"85"	"NCF4"	"Q15080"	"Q15080-3"	"protein_coding"
"86"	"TTC39C"	"Q8N584"	"Q8N584-1"	"protein_coding"
"87"	"NCF4"	"Q15080"	"Q15080-1"	"protein_coding"
"88"	"PCCA"	"P05165"	"P05165-1"	"protein_coding"
"89"	"PCCA"	"P05165"	"P05165-2"	"protein_coding"
"90"	"PCCA"	"P05165"	"P05165-3"	"protein_coding"
"91"	"TUBGCP3"	"Q96CW5"	"Q96CW5-1"	"protein_coding"
"92"	"CTIF"	"O43310"	"O43310-1"	"protein_coding"
"93"	"TUBGCP3"	"Q96CW5"	"Q96CW5-2"	"protein_coding"
"94"	"CTIF"	"O43310"	"O43310-2"	"protein_coding"
"95"	"WDR4"	"P57081"	"P57081-1"	"protein_coding"
"96"	"FARP1"	"Q9Y4F1"	"Q9Y4F1-1"	"protein_coding"
"97"	"FARP1"	"Q9Y4F1"	"Q9Y4F1-3"	"protein_coding"
"98"	"NDUFV3"	"P56181"	"P56181-1"	"protein_coding"
"99"	"NDUFV3"	"P56181"	"P56181-2"	"protein_coding"
"100"	"TMX3"	"Q96JJ7"	"Q96JJ7-1"	"protein_coding"
"101"	"TMX3"	"Q96JJ7"	"Q96JJ7-2"	"protein_coding"
"102"	"XRN2"	"Q9H0D6"	"Q9H0D6-1"	"protein_coding"
"103"	"ELP5"	"Q8TE02"	"Q8TE02-1"	"protein_coding"
"104"	"ELP5"	"Q8TE02"	"Q8TE02-3"	"protein_coding"
"105"	"ELP5"	"Q8TE02"	"Q8TE02-2"	"protein_coding"
"106"	"SYNJ1"	"O43426"	"O43426-2"	"protein_coding"
"107"	"SYNJ1"	"O43426"	"O43426-1"	"protein_coding"
"108"	"SYNJ1"	"O43426"	"O43426-4"	"protein_coding"
"109"	"APMAP"	"Q9HDC9"	"Q9HDC9-1"	"protein_coding"
"110"	"PTPN2"	"P17706"	"P17706-2"	"protein_coding"
"111"	"PTPN2"	"P17706"	"P17706-4"	"protein_coding"
"112"	"PTPN2"	"P17706"	"P17706-3"	"protein_coding"
"113"	"PSMG1"	"O95456"	"O95456-1"	"protein_coding"
"114"	"PTPN2"	"P17706"	"P17706-1"	"protein_coding"
"115"	"PSMG1"	"O95456"	"O95456-2"	"protein_coding"
"116"	"EIF5A"	"P63241"	"P63241-2"	"protein_coding"
"117"	"DSTN"	"P60981"	"P60981-1"	"protein_coding"
"118"	"EIF5A"	"P63241"	"P63241-1"	"protein_coding"
"119"	"DSTN"	"P60981"	"P60981-2"	"protein_coding"
"120"	"TRIOBP"	"Q9H2D6"	"Q9H2D6-1"	"protein_coding"
"121"	"TRIOBP"	"Q9H2D6"	"Q9H2D6-7"	"protein_coding"
"122"	"TRIOBP"	"Q9H2D6"	"Q9H2D6-6"	"protein_coding"
"123"	"LCP1"	"P13796"	"P13796-1"	"protein_coding"
"124"	"LCP1"	"P13796"	"P13796-2"	"protein_coding"
"125"	"NEURL4"	"Q96JN8"	"Q96JN8-2"	"protein_coding"
"126"	"NEURL4"	"Q96JN8"	"Q96JN8-1"	"protein_coding"
"127"	"PPP6R2"	"O75170"	"O75170-2"	"protein_coding"
"128"	"PPP6R2"	"O75170"	"O75170-3"	"protein_coding"
"129"	"PPP6R2"	"O75170"	"O75170-4"	"protein_coding"
"130"	"PPP6R2"	"O75170"	"O75170-1"	"protein_coding"
"131"	"PPP6R2"	"O75170"	"O75170-5"	"protein_coding"
"132"	"IMPACT"	"Q9P2X3"	"Q9P2X3-1"	"protein_coding"
"133"	"SYNGR1"	"O43759"	"O43759-2"	"protein_coding"
"134"	"SYNGR1"	"O43759"	"O43759-1"	"protein_coding"
"135"	"SYNGR1"	"O43759"	"O43759-3"	"protein_coding"
"136"	"MBP"	"P02686"	"P02686-3"	"protein_coding"
"137"	"MBP"	"P02686"	"P02686-1"	"protein_coding"
"138"	"MBP"	"P02686"	"P02686-5"	"protein_coding"
"139"	"MBP"	"P02686"	"P02686-6"	"protein_coding"
"140"	"MBP"	"P02686"	"P02686-4"	"protein_coding"
"141"	"MBP"	"P02686"	"P02686-2"	"protein_coding"
"142"	"DGKH"	"Q86XP1"	"Q86XP1-1"	"protein_coding"
"143"	"DGKH"	"Q86XP1"	"Q86XP1-2"	"protein_coding"
"144"	"DGKH"	"Q86XP1"	"Q86XP1-5"	"protein_coding"
"145"	"DGKH"	"Q86XP1"	"Q86XP1-3"	"protein_coding"
"146"	"DHX35"	"Q9H5Z1"	"Q9H5Z1-1"	"protein_coding"
"147"	"DHX35"	"Q9H5Z1"	"Q9H5Z1-2"	"protein_coding"
"148"	"SUCLA2"	"Q9P2R7"	"Q9P2R7-1"	"protein_coding"
"149"	"TFIP11"	"Q9UBB9"	"Q9UBB9-1"	"protein_coding"
"150"	"FNBP4"	"Q8N3X1"	"Q8N3X1-1"	"protein_coding"
"151"	"TDRD3"	"Q9H7E2"	"Q9H7E2-1"	"protein_coding"
"152"	"TDRD3"	"Q9H7E2"	"Q9H7E2-3"	"protein_coding"
"153"	"TDRD3"	"Q9H7E2"	"Q9H7E2-2"	"protein_coding"
"154"	"PSMC4"	"P43686"	"P43686-1"	"protein_coding"
"155"	"ELP2"	"Q6IA86"	"Q6IA86-1"	"protein_coding"
"156"	"PSMC4"	"P43686"	"P43686-2"	"protein_coding"
"157"	"ELP2"	"Q6IA86"	"Q6IA86-3"	"protein_coding"
"158"	"ELP2"	"Q6IA86"	"Q6IA86-6"	"protein_coding"
"159"	"ELP2"	"Q6IA86"	"Q6IA86-7"	"protein_coding"
"160"	"ELP2"	"Q6IA86"	"Q6IA86-4"	"protein_coding"
"161"	"ELP2"	"Q6IA86"	"Q6IA86-5"	"protein_coding"
"162"	"ELP2"	"Q6IA86"	"Q6IA86-2"	"protein_coding"
"163"	"PPP2R3B"	"Q9Y5P8"	"Q9Y5P8-1"	"protein_coding"
"164"	"STK24"	"Q9Y6E0"	"Q9Y6E0-2"	"protein_coding"
"165"	"STK24"	"Q9Y6E0"	"Q9Y6E0-1"	"protein_coding"
"166"	"RCBTB2"	"O95199"	"O95199-1"	"protein_coding"
"167"	"ELMO2"	"Q96JJ3"	"Q96JJ3-1"	"protein_coding"
"168"	"ELMO2"	"Q96JJ3"	"Q96JJ3-3"	"protein_coding"
"169"	"RCBTB2"	"O95199"	"O95199-2"	"protein_coding"
"170"	"CTTN"	"Q14247"	"Q14247-3"	"protein_coding"
"171"	"CTTN"	"Q14247"	"Q14247-1"	"protein_coding"
"172"	"CTTN"	"Q14247"	"Q14247-2"	"protein_coding"
"173"	"IFT88"	"Q13099"	"Q13099-2"	"protein_coding"
"174"	"IFT88"	"Q13099"	"Q13099-1"	"protein_coding"
"175"	"ASMTL"	"O95671"	"O95671-1"	"protein_coding"
"176"	"ASMTL"	"O95671"	"O95671-2"	"protein_coding"
"177"	"ASMTL"	"O95671"	"O95671-3"	"protein_coding"
"178"	"MAPK1"	"P28482"	"P28482-1"	"protein_coding"
"179"	"MAPK1"	"P28482"	"P28482-2"	"protein_coding"
"180"	"NCOA3"	"Q9Y6Q9"	"Q9Y6Q9-5"	"protein_coding"
"181"	"NCOA3"	"Q9Y6Q9"	"Q9Y6Q9-1"	"protein_coding"
"182"	"NCOA3"	"Q9Y6Q9"	"Q9Y6Q9-3"	"protein_coding"
"183"	"NAA16"	"Q6N069"	"Q6N069-1"	"protein_coding"
"184"	"NAA16"	"Q6N069"	"Q6N069-4"	"protein_coding"
"185"	"NAA16"	"Q6N069"	"Q6N069-3"	"protein_coding"
"186"	"MTMR3"	"Q13615"	"Q13615-1"	"protein_coding"
"187"	"MTMR3"	"Q13615"	"Q13615-3"	"protein_coding"
"188"	"MTMR3"	"Q13615"	"Q13615-2"	"protein_coding"
"189"	"VWA8"	"A3KMH1"	"A3KMH1-1"	"protein_coding"
"190"	"VWA8"	"A3KMH1"	"A3KMH1-2"	"protein_coding"
"191"	"PREX1"	"Q8TCU6"	"Q8TCU6-1"	"protein_coding"
"192"	"NAXD"	"Q8IW45"	"Q8IW45-4"	"protein_coding"
"193"	"NAXD"	"Q8IW45"	"Q8IW45-2"	"protein_coding"
"194"	"NAXD"	"Q8IW45"	"Q8IW45-1"	"protein_coding"
"195"	"NUBPL"	"Q8TB37"	"Q8TB37-1"	"protein_coding"
"196"	"NUBPL"	"Q8TB37"	"Q8TB37-2"	"protein_coding"
"197"	"SNX6"	"Q9UNH7"	"Q9UNH7-2"	"protein_coding"
"198"	"SNX6"	"Q9UNH7"	"Q9UNH7-1"	"protein_coding"
"199"	"CNDP2"	"Q96KP4"	"Q96KP4-1"	"protein_coding"
"200"	"RALY"	"Q9UKM9"	"Q9UKM9-2"	"protein_coding"
"201"	"AKR1C3"	"P42330"	"P42330-1"	"protein_coding"
"202"	"ZMYM2"	"Q9UBW7"	"Q9UBW7-1"	"protein_coding"
"203"	"RALY"	"Q9UKM9"	"Q9UKM9-1"	"protein_coding"
"204"	"CNDP2"	"Q96KP4"	"Q96KP4-2"	"protein_coding"
"205"	"PFKL"	"P17858"	"P17858-1"	"protein_coding"
"206"	"CNOT7"	"Q9UIV1"	"Q9UIV1-1"	"protein_coding"
"207"	"CNOT7"	"Q9UIV1"	"Q9UIV1-2"	"protein_coding"
"208"	"ATP5F1C"	"P36542"	"P36542-1"	"protein_coding"
"209"	"ATP5F1C"	"P36542"	"P36542-2"	"protein_coding"
"210"	"PSMA7"	"O14818"	"O14818-1"	"protein_coding"
"211"	"PSMA7"	"O14818"	"O14818-2"	"protein_coding"
"212"	"PSMA7"	"O14818"	"O14818-4"	"protein_coding"
"213"	"ZFYVE19"	"Q96K21"	"Q96K21-4"	"protein_coding"
"214"	"ZFYVE19"	"Q96K21"	"Q96K21-1"	"protein_coding"
"215"	"ZFYVE19"	"Q96K21"	"Q96K21-2"	"protein_coding"
"216"	"ZFYVE19"	"Q96K21"	"Q96K21-3"	"protein_coding"
"217"	"PSIP1"	"O75475"	"O75475-1"	"protein_coding"
"218"	"PSIP1"	"O75475"	"O75475-3"	"protein_coding"
"219"	"PSIP1"	"O75475"	"O75475-2"	"protein_coding"
"220"	"HDHD2"	"Q9H0R4"	"Q9H0R4-1"	"protein_coding"
"221"	"LDHA"	"P00338"	"P00338-4"	"protein_coding"
"222"	"PDS5B"	"Q9NTI5"	"Q9NTI5-1"	"protein_coding"
"223"	"LDHA"	"P00338"	"P00338-2"	"protein_coding"
"224"	"PDS5B"	"Q9NTI5"	"Q9NTI5-2"	"protein_coding"
"225"	"LDHA"	"P00338"	"P00338-1"	"protein_coding"
"226"	"LDHA"	"P00338"	"P00338-5"	"protein_coding"
"227"	"LDHA"	"P00338"	"P00338-3"	"protein_coding"
"228"	"MRC1"	"P22897"	"P22897-1"	"protein_coding"
"229"	"ATP6V1E1"	"P36543"	"P36543-1"	"protein_coding"
"230"	"ATP6V1E1"	"P36543"	"P36543-3"	"protein_coding"
"231"	"ATP6V1E1"	"P36543"	"P36543-2"	"protein_coding"
"232"	"MX1"	"P20591"	"P20591-1"	"protein_coding"
"233"	"KAT6B"	"Q8WYB5"	"Q8WYB5-1"	"protein_coding"
"234"	"KAT6B"	"Q8WYB5"	"Q8WYB5-3"	"protein_coding"
"235"	"BCL2L13"	"Q9BXK5"	"Q9BXK5-2"	"protein_coding"
"236"	"MX1"	"P20591"	"P20591-2"	"protein_coding"
"237"	"KAT6B"	"Q8WYB5"	"Q8WYB5-2"	"protein_coding"
"238"	"BCL2L13"	"Q9BXK5"	"Q9BXK5-4"	"protein_coding"
"239"	"BCL2L13"	"Q9BXK5"	"Q9BXK5-1"	"protein_coding"
"240"	"DPYSL2"	"Q16555"	"Q16555-1"	"protein_coding"
"241"	"DPYSL2"	"Q16555"	"Q16555-2"	"protein_coding"
"242"	"IDH3B"	"O43837"	"O43837-2"	"protein_coding"
"243"	"IDH3B"	"O43837"	"O43837-1"	"protein_coding"
"244"	"MNAT1"	"P51948"	"P51948-1"	"protein_coding"
"245"	"MNAT1"	"P51948"	"P51948-2"	"protein_coding"
"246"	"SACS"	"Q9NZJ4"	"Q9NZJ4-2"	"protein_coding"
"247"	"SACS"	"Q9NZJ4"	"Q9NZJ4-1"	"protein_coding"
"248"	"ACSS1"	"Q9NUB1"	"Q9NUB1-1"	"protein_coding"
"249"	"MICAL3"	"Q7RTP6"	"Q7RTP6-1"	"protein_coding"
"250"	"ACSS1"	"Q9NUB1"	"Q9NUB1-4"	"protein_coding"
"251"	"ACSS1"	"Q9NUB1"	"Q9NUB1-3"	"protein_coding"
"252"	"GRHPR"	"Q9UBQ7"	"Q9UBQ7-1"	"protein_coding"
"253"	"MICAL3"	"Q7RTP6"	"Q7RTP6-4"	"protein_coding"
"254"	"LEPROTL1"	"O95214"	"O95214-1"	"protein_coding"
"255"	"MICAL3"	"Q7RTP6"	"Q7RTP6-3"	"protein_coding"
"256"	"MICAL3"	"Q7RTP6"	"Q7RTP6-2"	"protein_coding"
"257"	"LEPROTL1"	"O95214"	"O95214-2"	"protein_coding"
"258"	"MICAL3"	"Q7RTP6"	"Q7RTP6-5"	"protein_coding"
"259"	"GRHPR"	"Q9UBQ7"	"Q9UBQ7-2"	"protein_coding"
"260"	"LSS"	"P48449"	"P48449-1"	"protein_coding"
"261"	"LSS"	"P48449"	"P48449-2"	"protein_coding"
"262"	"LSS"	"P48449"	"P48449-3"	"protein_coding"
"263"	"MLXIP"	"Q9HAP2"	"Q9HAP2-1"	"protein_coding"
"264"	"CTDSPL2"	"Q05D32"	"Q05D32-1"	"protein_coding"
"265"	"CTDSPL2"	"Q05D32"	"Q05D32-2"	"protein_coding"
"266"	"INPP5D"	"Q92835"	"Q92835-2"	"protein_coding"
"267"	"INPP5D"	"Q92835"	"Q92835-1"	"protein_coding"
"268"	"VPS36"	"Q86VN1"	"Q86VN1-2"	"protein_coding"
"269"	"VPS36"	"Q86VN1"	"Q86VN1-1"	"protein_coding"
"270"	"KIF13B"	"Q9NQT8"	"Q9NQT8-1"	"protein_coding"
"271"	"MIOS"	"Q9NXC5"	"Q9NXC5-1"	"protein_coding"
"272"	"NDRG3"	"Q9UGV2"	"Q9UGV2-2"	"protein_coding"
"273"	"NDRG3"	"Q9UGV2"	"Q9UGV2-1"	"protein_coding"
"274"	"COPS2"	"P61201"	"P61201-1"	"protein_coding"
"275"	"COPS2"	"P61201"	"P61201-2"	"protein_coding"
"276"	"BID"	"P55957"	"P55957-2"	"protein_coding"
"277"	"BID"	"P55957"	"P55957-4"	"protein_coding"
"278"	"BID"	"P55957"	"P55957-1"	"protein_coding"
"279"	"BID"	"P55957"	"P55957-3"	"protein_coding"
"280"	"PPP2R2A"	"P63151"	"P63151-1"	"protein_coding"
"281"	"SUGT1"	"Q9Y2Z0"	"Q9Y2Z0-2"	"protein_coding"
"282"	"SUGT1"	"Q9Y2Z0"	"Q9Y2Z0-1"	"protein_coding"
"283"	"ATG16L1"	"Q676U5"	"Q676U5-5"	"protein_coding"
"284"	"PPP2R2A"	"P63151"	"P63151-2"	"protein_coding"
"285"	"SLTM"	"Q9NWH9"	"Q9NWH9-1"	"protein_coding"
"286"	"ATG16L1"	"Q676U5"	"Q676U5-4"	"protein_coding"
"287"	"ATG16L1"	"Q676U5"	"Q676U5-1"	"protein_coding"
"288"	"CLYBL"	"Q8N0X4"	"Q8N0X4-1"	"protein_coding"
"289"	"CLYBL"	"Q8N0X4"	"Q8N0X4-2"	"protein_coding"
"290"	"ATG16L1"	"Q676U5"	"Q676U5-2"	"protein_coding"
"291"	"PSAT1"	"Q9Y617"	"Q9Y617-2"	"protein_coding"
"292"	"PSAT1"	"Q9Y617"	"Q9Y617-1"	"protein_coding"
"293"	"USP25"	"Q9UHP3"	"Q9UHP3-2"	"protein_coding"
"294"	"PRTFDC1"	"Q9NRG1"	"Q9NRG1-1"	"protein_coding"
"295"	"PRTFDC1"	"Q9NRG1"	"Q9NRG1-2"	"protein_coding"
"296"	"PRTFDC1"	"Q9NRG1"	"Q9NRG1-3"	"protein_coding"
"297"	"USP25"	"Q9UHP3"	"Q9UHP3-1"	"protein_coding"
"298"	"USP25"	"Q9UHP3"	"Q9UHP3-3"	"protein_coding"
"299"	"NFATC2"	"Q13469"	"Q13469-2"	"protein_coding"
"300"	"NFATC2"	"Q13469"	"Q13469-1"	"protein_coding"
"301"	"NFATC2"	"Q13469"	"Q13469-4"	"protein_coding"
"302"	"NFATC2"	"Q13469"	"Q13469-5"	"protein_coding"
"303"	"NFATC2"	"Q13469"	"Q13469-3"	"protein_coding"
"304"	"HYOU1"	"Q9Y4L1"	"Q9Y4L1-1"	"protein_coding"
"305"	"DOP1B"	"Q9Y3R5"	"Q9Y3R5-1"	"protein_coding"
"306"	"GOLM1"	"Q8NBJ4"	"Q8NBJ4-1"	"protein_coding"
"307"	"SRSF5"	"Q13243"	"Q13243-1"	"protein_coding"
"308"	"SRSF5"	"Q13243"	"Q13243-3"	"protein_coding"
"309"	"TUT7"	"Q5VYS8"	"Q5VYS8-4"	"protein_coding"
"310"	"TUT7"	"Q5VYS8"	"Q5VYS8-1"	"protein_coding"
"311"	"LSM14B"	"Q9BX40"	"Q9BX40-1"	"protein_coding"
"312"	"PRMT2"	"P55345"	"P55345-1"	"protein_coding"
"313"	"PRMT2"	"P55345"	"P55345-6"	"protein_coding"
"314"	"PRMT2"	"P55345"	"P55345-2"	"protein_coding"
"315"	"PRMT2"	"P55345"	"P55345-3"	"protein_coding"
"316"	"PRMT2"	"P55345"	"P55345-4"	"protein_coding"
"317"	"PRMT2"	"P55345"	"P55345-5"	"protein_coding"
"318"	"XRCC6"	"P12956"	"P12956-1"	"protein_coding"
"319"	"XRCC6"	"P12956"	"P12956-2"	"protein_coding"
"320"	"PHACTR3"	"Q96KR7"	"Q96KR7-4"	"protein_coding"
"321"	"PHACTR3"	"Q96KR7"	"Q96KR7-1"	"protein_coding"
"322"	"PHACTR3"	"Q96KR7"	"Q96KR7-2"	"protein_coding"
"323"	"PHACTR3"	"Q96KR7"	"Q96KR7-3"	"protein_coding"
"324"	"NAA35"	"Q5VZE5"	"Q5VZE5-1"	"protein_coding"
"325"	"NAA35"	"Q5VZE5"	"Q5VZE5-2"	"protein_coding"
"326"	"SLIT2"	"O94813"	"O94813-3"	"protein_coding"
"327"	"SLIT2"	"O94813"	"O94813-1"	"protein_coding"
"328"	"SLIT2"	"O94813"	"O94813-2"	"protein_coding"
"329"	"NAA30"	"Q147X3"	"Q147X3-1"	"protein_coding"
"330"	"PLCL2"	"Q9UPR0"	"Q9UPR0-1"	"protein_coding"
"331"	"PLCL2"	"Q9UPR0"	"Q9UPR0-3"	"protein_coding"
"332"	"AP5Z1"	"O43299"	"O43299-1"	"protein_coding"
"333"	"AP5Z1"	"O43299"	"O43299-2"	"protein_coding"
"334"	"VPS53"	"Q5VIR6"	"Q5VIR6-4"	"protein_coding"
"335"	"FRMD3"	"A2A2Y4"	"A2A2Y4-4"	"protein_coding"
"336"	"PLCB2"	"Q00722"	"Q00722-1"	"protein_coding"
"337"	"VPS53"	"Q5VIR6"	"Q5VIR6-2"	"protein_coding"
"338"	"VPS53"	"Q5VIR6"	"Q5VIR6-1"	"protein_coding"
"339"	"FRMD3"	"A2A2Y4"	"A2A2Y4-3"	"protein_coding"
"340"	"PLCB2"	"Q00722"	"Q00722-2"	"protein_coding"
"341"	"PLCB2"	"Q00722"	"Q00722-3"	"protein_coding"
"342"	"LYN"	"P07948"	"P07948-1"	"protein_coding"
"343"	"FRMD3"	"A2A2Y4"	"A2A2Y4-2"	"protein_coding"
"344"	"LYN"	"P07948"	"P07948-2"	"protein_coding"
"345"	"FRMD3"	"A2A2Y4"	"A2A2Y4-1"	"protein_coding"
"346"	"FRMD3"	"A2A2Y4"	"A2A2Y4-5"	"protein_coding"
"347"	"SKA3"	"Q8IX90"	"Q8IX90-3"	"protein_coding"
"348"	"SKA3"	"Q8IX90"	"Q8IX90-2"	"protein_coding"
"349"	"SKA3"	"Q8IX90"	"Q8IX90-1"	"protein_coding"
"350"	"GMDS"	"O60547"	"O60547-2"	"protein_coding"
"351"	"GMDS"	"O60547"	"O60547-1"	"protein_coding"
"352"	"RBL1"	"P28749"	"P28749-1"	"protein_coding"
"353"	"RBL1"	"P28749"	"P28749-2"	"protein_coding"
"354"	"MAGED2"	"Q9UNF1"	"Q9UNF1-1"	"protein_coding"
"355"	"HACD3"	"Q9P035"	"Q9P035-1"	"protein_coding"
"356"	"HACD3"	"Q9P035"	"Q9P035-2"	"protein_coding"
"357"	"TANGO2"	"Q6ICL3"	"Q6ICL3-2"	"protein_coding"
"358"	"TANGO2"	"Q6ICL3"	"Q6ICL3-5"	"protein_coding"
"359"	"TANGO2"	"Q6ICL3"	"Q6ICL3-6"	"protein_coding"
"360"	"TANGO2"	"Q6ICL3"	"Q6ICL3-4"	"protein_coding"
"361"	"TANGO2"	"Q6ICL3"	"Q6ICL3-1"	"protein_coding"
"362"	"RASA3"	"Q14644"	"Q14644-1"	"protein_coding"
"363"	"PHF20"	"Q9BVI0"	"Q9BVI0-1"	"protein_coding"
"364"	"TCF4"	"P15884"	"P15884-3"	"protein_coding"
"365"	"KDM1B"	"Q8NB78"	"Q8NB78-1"	"protein_coding"
"366"	"KDM1B"	"Q8NB78"	"Q8NB78-2"	"protein_coding"
"367"	"TCF4"	"P15884"	"P15884-15"	"protein_coding"
"368"	"TXNDC5"	"Q8NBS9"	"Q8NBS9-1"	"protein_coding"
